feat_price,feat_capacity,feat_capacitatessd,feat_frecventaturbomax,feat_numarnuclee,feat_ratarefresh,feat_memoriededicata,feat_weight,feat_display_size,feat_placavideo,feat_category,feat_sistemdeoperare,profile_budget_tier,profile_gamer_entry,profile_gamer_pro,profile_student_budget,profile_student_performance,profile_student_premium,profile_casual_user,profile_balanced_performance,profile_business_professional,profile_designer_creator,profile_content_creator,profile_portable_lightweight,target_score
0.8512892320704855,0.19565217391304346,0.00273972602739726,1.0833333333333337,1.3,1.0888888888888888,0.40909090909090906,0.5541740674955594,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573620578846578
1.0821794630344406,0.06521739130434782,1.4,0.9750000000000002,0.8272727272727273,0.7,0.40909090909090906,0.4594434576672588,0.6906223628691983,1.5,1.2,0.55,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458533612942811
0.8600020709747859,0.19565217391304346,0.0,1.0833333333333337,1.3,1.0888888888888888,0.40909090909090906,0.5541740674955594,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7621884576082172
0.9223075819794363,0.19565217391304346,0.0,0.9750000000000002,1.0636363636363637,1.0888888888888888,0.40909090909090906,0.4002368265245708,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7802274834839534
1.0211895907043391,0.06521739130434782,0.0,1.0291666666666666,0.8272727272727273,1.0888888888888888,0.40909090909090906,0.4594434576672588,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7463472452693372
0.30964253232630784,0.4565217391304348,0.00273972602739726,1.0833333333333337,1.3,1.4,0.6818181818181818,0.0,0.35462236286919824,1.5,1.2,0.55,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7467049820834645
0.8730713293312361,0.19565217391304346,0.0,1.0833333333333337,1.3,1.0888888888888888,0.40909090909090906,0.5541740674955594,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7836355936642067
0.5332706120635287,0.4565217391304348,0.0,1.0833333333333337,0.8272727272727273,1.0888888888888888,0.6818181818181818,0.5660153937240971,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7677049259635997
0.9166355238527369,0.19565217391304346,0.0,1.3,1.3,1.0888888888888888,0.40909090909090906,0.2699822380106571,0.35462236286919824,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7430629649334874
0.7077038251373445,0.19565217391304346,0.0,1.0833333333333337,0.8272727272727273,1.0888888888888888,0.6818181818181818,0.4215512137359385,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763331521119675
0.894945347042427,0.19565217391304346,0.0,1.0833333333333337,1.3,1.0888888888888888,0.40909090909090906,0.4002368265245708,0.6346223628691983,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7435160759104547
0.2819653282629079,0.4565217391304348,0.00273972602739726,1.0833333333333337,1.3,0.4666666666666666,1.5,0.2699822380106571,0.35462236286919824,1.5,1.2,0.22000000000000003,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7449008555686895
