_product_name,_profile,_price,target_score
Monitor LED GIGABYTE Gaming GS27FC2 Curbat 27 inch FHD VA 1 ms 240 Hz HDR,gamer_competitive_budget_constrained,779.99,0.8679791319596583
Monitor LED AOC Gaming C32G2ZE/BK Curbat 31.5 inch 1 ms Negru FreeSync Premium 240 Hz,gamer_competitive_budget_constrained,1069.99,0.842576089806734
Monitor LED DAHUA Gaming LM27-E240C Curbat 27 inch FHD VA 1 ms 240 Hz HDR,gamer_competitive_budget_constrained,659.98,0.8661503990316691
Monitor LED ViewSonic Gaming VX2479A-HD-PRO 23.8 inch FHD IPS 1 ms 240 Hz HDR FreeSync,gamer_competitive_budget_constrained,649.99,0.8432687394555266
Monitor LED AOC Gaming 25G3ZM 24.5 inch FHD VA 0.5 ms 240 Hz FreeSync Premium,gamer_competitive_budget_constrained,869.99,0.8859957498004887
Monitor LED ViewSonic Gaming VX2758A-2K-PRO-3 27 inch QHD IPS 1 ms 240 Hz HDR FreeSync Premium,gamer_competitive_budget_constrained,1005.98,0.8852945733987325
Monitor LED ViewSonic Gaming XG272-2K-OLED 27 inch QHD OLED 0.02 ms 240 Hz USB-C HDR G-Sync Compatible & FreeSync Premium,gamer_competitive_budget_constrained,4505.98,0.875214368859737
Monitor LED Samsung Gaming Odyssey G9 LS49CG950SUXDU Curbat 49 inch DQHD OLED 0.03 ms 240 Hz HDR FreeSync Premium Pro,gamer_competitive_budget_constrained,6099.99,0.8719266270299906
Monitor LED GIGABYTE Gaming GS25F2A 24.5 inch FHD IPS 1 ms 240 Hz HDR FreeSync Premium,gamer_competitive_budget_constrained,629.99,0.9000026427412586
Monitor LED GIGABYTE Gaming G25F2A 24.5 inch FHD IPS 1 ms 240 Hz HDR FreeSync Premium,gamer_competitive_budget_constrained,629.98,0.8647726576061986
Monitor LED Samsung Gaming Odyssey G4 LS25BG400EUXEN 25 inch FHD IPS 1 ms 240 Hz FreeSync Premium & G-Sync Compatible,gamer_competitive_budget_constrained,789.99,0.8416836958303808
Monitor LED GIGABYTE Gaming GS27F2 27 inch FHD IPS 1 ms 240 Hz HDR FreeSync,gamer_competitive_budget_constrained,749.99,0.8743574333303028
Monitor LED ViewSonic Gaming VX2779A-HD-PRO 27 inch FHD IPS 1 ms 240 Hz HDR FreeSync,gamer_competitive_budget_constrained,619.98,0.9071917553565958
Monitor LED MSI Gaming MAG 275CF X24 Curbat 27 inch FHD VA 0.5 ms 240 Hz HDR,gamer_competitive_budget_constrained,769.98,0.8453911771169632
Monitor LED ViewSonic Gaming XG2431 23.8 inch FHD IPS 0.5 ms 240 Hz HDR FreeSync Blur Busters Approved 2.0,gamer_competitive_budget_constrained,1369.99,0.8589966603141588
Monitor LED BenQ Gaming Mobiuz EX271UZ 27 inch UHD OLED 0.03 ms 240 Hz USB-C HDR FreeSync Premium Pro,gamer_competitive_budget_constrained,5129.98,0.8757682187881695
Monitor LED MSI Gaming MAG 274QF X24 27 inch QHD IPS 0.5 ms 240 Hz HDR FreeSync Premium,gamer_competitive_budget_constrained,1069.99,0.8670912205691963
Monitor LED Lenovo Gaming Legion 27QD-10 27 inch QHD IPS 0.5 ms 240 Hz USB-C HDR FreeSync Premium & G-Sync Compatible,gamer_competitive_budget_constrained,1031.98,0.8492741722637731
