_product_name,_profile,_price,target_score
"Casti Canyon On-Ear, CNS-CHS01BO Black Orange",audiophile_premium_budget_constrained,19.98,0.7760162599619821
"Casti Canyon In-Ear, CNE-CEP3G Green",audiophile_premium_budget_constrained,17.98,0.7748488377697538
"Casti Canyon In-Ear, CNE-CEP3R Black Red",audiophile_premium_budget_constrained,17.98,0.78981395326727
"Casti Gembird Office/Call Center, Over-Head MHS-123 Black",audiophile_premium_budget_constrained,17.98,0.7566712675974802
"Casti Canyon In-Ear, CNE-CEP3DG Dark Gray",audiophile_premium_budget_constrained,17.98,0.7386748930980475
Casti Somic SH903 White/Red,audiophile_premium_budget_constrained,17.98,0.776684805467942
"Casti Esperanza In-Ear, EH161K Black",audiophile_premium_budget_constrained,15.98,0.7794980736586642
"Casti Genius On-Ear, HS-300N",audiophile_premium_budget_constrained,15.98,0.8036654520032451
"Casti Canyon In-Ear, CNS-CEP4R Red",audiophile_premium_budget_constrained,15.98,0.7484662228877904
"Casti Esperanza In-Ear, EH161W White",audiophile_premium_budget_constrained,15.98,0.7969673391486265
"Casti Esperanza In-Ear, EH162W White",audiophile_premium_budget_constrained,13.98,0.8215468697631484
"Casti Spacer On-Ear, SPK-507",audiophile_premium_budget_constrained,13.98,0.7666432847321565
"Casti Canyon In-Ear, CNE-CEPM01W White",audiophile_premium_budget_constrained,13.98,0.7483797380927415
"Casti Esperanza In-Ear, EH162K Black",audiophile_premium_budget_constrained,13.98,0.7660590951551386
"Casti Spacer On-Ear, SPK-507-USB Black/Red",audiophile_premium_budget_constrained,13.98,0.7744786818300335
"Casti Genius Office/Call Center, Over-Head HS-200C 2x Jack Black",audiophile_premium_budget_constrained,11.98,0.7857994586510583
"Casti Spacer On-Ear, SPK-223-USB Black",audiophile_premium_budget_constrained,11.98,0.762695806554159
"Casti Tellur In-Ear, Pixy Blue",audiophile_premium_budget_constrained,9.98,0.8059527905021807
"Casti Tellur In-Ear, Basic Sigma Blue",audiophile_premium_budget_constrained,9.98,0.7525581735190727
"Casti Esperanza In-Ear, EH197KB Black/Blue",audiophile_premium_budget_constrained,9.98,0.7400647167757779
"Casti Tellur In-Ear, Basic Sigma Pink",audiophile_premium_budget_constrained,9.98,0.7969830283049802
"Casti Tellur In-Ear, Basic Gamma Red",audiophile_premium_budget_constrained,9.98,0.72935639919511
"Casti Tellur In-Ear, Magiq Pink",audiophile_premium_budget_constrained,9.98,0.7707662244417796
"Casti Spacer Office/Call Center, Over-Head SPK-223 Black",audiophile_premium_budget_constrained,9.98,0.8372024424033949
