feat_price,feat_battery_life_music,feat_noise_canceling,feat_type,feat_headphone_type,feat_microphone,profile_budget_tier,profile_audiophile_premium,profile_workout_wireless,profile_commute_anc,profile_budget_wireless,profile_calls_voip,profile_gaming_headset,target_score
1.190532544378698,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7760162599619821
1.191715976331361,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7748488377697538
1.191715976331361,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.78981395326727
1.191715976331361,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7566712675974802
1.191715976331361,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7386748930980475
1.191715976331361,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.776684805467942
1.1928994082840236,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7794980736586642
1.1928994082840236,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8036654520032451
1.1928994082840236,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7484662228877904
1.1928994082840236,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7969673391486265
1.1940828402366863,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8215468697631484
1.1940828402366863,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7666432847321565
1.1940828402366863,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7483797380927415
1.1940828402366863,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7660590951551386
1.1940828402366863,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7744786818300335
1.195266272189349,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7857994586510583
1.195266272189349,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.762695806554159
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8059527905021807
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7525581735190727
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7400647167757779
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7969830283049802
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.72935639919511
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7707662244417796
1.1964497041420117,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8372024424033949
1.1976331360946746,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7749330674283492
1.1976331360946746,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.752758585473623
1.1976331360946746,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.774025989211812
1.1976331360946746,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7741579227151573
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7787120559629241
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7887443167990541
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.754716833788507
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8092500182605976
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7804013428433141
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7900349380838978
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.762936069160749
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8012266998957724
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7703580089796005
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7810501074257324
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7568369356121196
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7555604246278192
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7892631632849194
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.766626920551714
1.1988165680473373,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7584225954057742
0.6408224852071005,0.03733108108108108,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7814501284717752
0.7585798816568047,0.10320945945945946,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8428156045090571
0.9621301775147928,0.09222972972972973,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8718142276886641
1.0668579881656803,0.1141891891891892,1.4,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8901086296285016
1.0674556213017752,0.1141891891891892,1.4,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8929264681937852
0.931360946745562,0.65,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8559829527043988
1.0331360946745562,0.07027027027027027,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8737556386801638
1.0532544378698225,0.05929054054054054,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9150687728219532
1.0532544378698225,0.05929054054054054,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.8936026278139481
1.0159704142011834,0.3777027027027027,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.929731953864484
0.9976331360946745,0.65,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9318727179351961
1.0674556213017752,0.1141891891891892,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9284378579437235
1.0828402366863905,0.10320945945945946,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9543144939389787
1.0236686390532543,1.3,1.3299999999999998,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9202252021960303
1.0828402366863905,0.8168918918918919,1.3299999999999998,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9351939197580266
1.0331360946745562,0.65,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9106021163676826
1.0579881656804735,0.65,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9781650261915704
1.0662721893491123,0.7290540540540541,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9736723092672912
1.1514792899408284,0.04831081081081082,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9352037040854453
1.0964437869822485,0.65,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.947414083659161
1.090526627218935,0.7070945945945947,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9671249570890229
1.169230769230769,0.05929054054054054,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9372620544354853
1.169230769230769,0.05929054054054054,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9270723631157733
1.169230769230769,0.05929054054054054,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9576846395519051
1.1698165680473371,0.07027027027027027,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9422965323062253
1.1668579881656804,0.10320945945945946,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9446607470425799
1.170414201183432,0.09222972972972973,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9249304436746294
1.17396449704142,0.10320945945945946,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9085997526856318
1.152662721893491,0.48749999999999993,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9544928267397499
1.1550295857988166,0.48749999999999993,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9685194567086798
1.0828402366863905,1.2560810810810812,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9514096799679627
1.1881656804733727,0.65,1.4,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.9936092718399059
0.0,0.65,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.4106469482169638
0.3668639053254438,0.65,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.504417972803276
0.5609467455621301,1.0364864864864864,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5902282301034698
0.6473372781065089,0.13614864864864865,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.605401751774388
0.6473372781065089,0.13614864864864865,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6224529779081184
0.7218934911242603,0.65,0.7,0.55,0.45,0.26,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.5946912630583523
0.7218934911242603,0.65,0.7,0.55,0.45,0.26,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.63755240427593
0.6887573964497041,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6747112503627211
0.771,0.03733108108108108,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6369862759797896
0.8065029585798816,0.65,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.671286229991566
0.8023668639053254,0.09222972972972973,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6270663309701575
0.77396449704142,0.8168918918918919,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.685787816556728
0.9585798816568046,0.65,0.7,0.55,0.45,0.26,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.696159781373608
0.9597633136094674,0.65,0.7,0.55,0.45,0.26,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6928081174745303
0.8923076923076924,0.3777027027027027,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6820052263083128
0.8816568047337278,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6292822752228867
0.9112426035502958,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6836606778825332
1.0852071005917159,0.05929054054054054,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6908668349915223
0.8982248520710058,1.0364864864864864,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6860951293842256
1.037869822485207,0.202027027027027,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7189594385877682
1.0532544378698225,0.13614864864864865,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7101900376026687
0.9751479289940828,0.8168918918918919,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7030613191511582
0.9751479289940828,0.8168918918918919,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6983775563815023
1.1514792899408284,0.13614864864864865,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7098153248448741
1.169230769230769,0.026351351351351353,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.747812657696595
1.0946745562130178,0.65,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7122395418231142
0.9988165680473373,0.9047297297297298,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7186529114798248
1.1857988165680473,0.026351351351351353,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7208003825155267
1.0372721893491124,0.65,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7378986036138565
1.18698224852071,0.07027027027027027,0.7,0.55,0.45,0.65,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7408323197027525
0.9680473372781064,1.2560810810810812,0.7,0.55,0.45,1.3,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.6711884810304762
1.1786923076923077,0.65,0.7,0.55,0.45,0.26,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7561174041920212
1.1810650887573964,0.65,0.7,0.55,0.45,0.26,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.7650639235303136
