_product_name,_profile,_price,target_score
Televizor LED LG Smart TV OLED55G53LS Seria evo AI G5 139cm 4K UHD HDR,home_cinema_budget_constrained,8123.98,0.8173093078683142
Televizor LED LG Smart TV OLED65C52LA Seria evo AI C5 164cm 4K UHD HDR,home_cinema_budget_constrained,7248.98,0.8391927286514178
Televizor LED TCL Smart TV QLED 50V5C Seria V5C 126cm Full HD,home_cinema_budget_constrained,1198.99,0.8354027163941665
Televizor LED LG Smart TV 65NANO80A3B Seria NANO80 164cm 4K UHD HDR,home_cinema_budget_constrained,2499.98,0.8305066573805999
Televizor LED LG Smart TV OLED55G51LW Seria evo AI G5 139cm 4K UHD HDR,home_cinema_budget_constrained,8029.98,0.8483281324897263
Televizor LED LG Smart TV 65NANO81T3A Seria NANO81 164cm 4K UHD HDR,home_cinema_budget_constrained,2298.99,0.8186612032046229
Televizor LED Samsung Smart TV Crystal UE65U8092FU Seria U8092F 163cm negru 4K UHD HDR,home_cinema_budget_constrained,2296.98,0.82039679307017
Televizor LED TCL Smart TV QLED 55T8C Seria T8C 139cm 4K UHD HDR,home_cinema_budget_constrained,1798.99,0.8336365218714681
Televizor LED JVC Smart TV LT-65VDQ3500 Seria VDQ3500 164cm 4K UHD HDR,home_cinema_budget_constrained,2999.99,0.8217221851463928
Televizor LED Samsung Smart TV OLED QE65S90F Seria S90F 163cm negru 4K UHD HDR,home_cinema_budget_constrained,6739.98,0.8447985775230353
Televizor LED Horizon Smart TV 65HL7590U/D Seria HL7590U/D 164cm negru 4K UHD HDR,home_cinema_budget_constrained,1998.99,0.8209716323009846
Televizor LED TCL Smart TV QLED 65T69C Seria T69C 164cm 4K UHD HDR,home_cinema_budget_constrained,1998.99,0.83976156254321
Televizor LED Samsung Smart TV Neo QLED QE65QN80F Seria QN80F 163cm argintiu-negru 4K UHD HDR,home_cinema_budget_constrained,4298.99,0.8337223947552981
Televizor LED Horizon Smart TV Diamant 65HL5530U/C Seria HL5530U/C 164cm negru 4K UHD HDR,home_cinema_budget_constrained,1898.99,0.8406531481000524
Televizor LED LG Smart TV OLED 83C51LA Seria evo C5 210cm 4K UHD HDR,home_cinema_budget_constrained,13445.98,0.8276951550389139
Televizor LED Horizon Smart TV QLED 65HQ8590U/D Seria HQ8590U/D 164cm negru 4K UHD HDR,home_cinema_budget_constrained,2744.36,0.8306042335666901
Televizor LED Horizon Smart TV 65HL7560U/D Seria HL7560U/D 164cm negru 4K UHD HDR,home_cinema_budget_constrained,2744.35,0.8393062967322094
Televizor LED Samsung Smart TV OLED QE77S85FA Seria S85F 195cm negru 4K UHD HDR,home_cinema_budget_constrained,6180.98,0.8440087954535251
Televizor LED TCL Smart TV QD-MiniLED 55C6K Seria C6K 139cm 4K UHD HDR,home_cinema_budget_constrained,2299.0,0.8413100516872218
Televizor LED Samsung Smart TV The Frame QLED QE65LS03F Seria LS03F 163cm negru 4K UHD HDR,home_cinema_budget_constrained,5999.0,0.8770382595862447
Televizor LED Horizon Smart TV QLED 65HQ8560U/D Seria HQ8560U/D 164cm negru 4K UHD HDR,home_cinema_budget_constrained,2109.0,0.8246818951668388
Televizor LED Samsung Smart TV QLED QE75Q6FAAU Seria Q6F 189cm negru 4K UHD HDR,home_cinema_budget_constrained,4899.99,0.8444303367757162
Televizor LED LG Smart TV OLED65G51LW Seria evo AI G5 164cm 4K UHD HDR,home_cinema_budget_constrained,10432.98,0.8142971890200885
Televizor LED LG Smart TV OLED65G53LS Seria evo AI G5 164cm 4K UHD HDR,home_cinema_budget_constrained,10432.98,0.8532113990357759
Televizor LED TCL Smart TV 55C61KS Seria C61KS 139cm 4K UHD HDR,home_cinema_budget_constrained,1898.99,0.8235658728473939
Televizor LED Samsung Smart TV QLED QE75Q8FA Seria Q8F 189cm 4K UHD HDR,home_cinema_budget_constrained,4865.98,0.8405288306137924
Televizor LED Samsung Smart TV QLED QE75Q7F2 Seria Q7F2 189cm negru 4K UHD HDR,home_cinema_budget_constrained,4865.98,0.8386537492246973
Televizor LED Philips Smart TV 85PUS8510/12 Seria PUS8510/12 215cm negru 4K UHD HDR Ambilight pe 3 laturi,home_cinema_budget_constrained,8499.0,0.8539993876730634
Televizor LED Samsung Smart TV OLED QE83S90F Seria S90F 209cm negru 4K UHD HDR,home_cinema_budget_constrained,12362.98,0.8379545635968354
Televizor LED LG Smart TV OLED77G51LW Seria evo AI G5 195cm 4K UHD HDR,home_cinema_budget_constrained,14722.98,0.8373866880859906
Televizor LED Samsung Smart TV QLED QE85Q8FA Seria Q8F 214cm 4K UHD HDR,home_cinema_budget_constrained,7469.98,0.8886149760356516
Televizor LED Samsung Smart TV Crystal UE75U8092FU Seria U8092F 189cm negru 4K UHD HDR,home_cinema_budget_constrained,3599.0,0.8659657834841236
Televizor LED TCL Smart TV QLED 85T69C Seria T69C 215cm 4K UHD HDR,home_cinema_budget_constrained,9757.98,0.8493014995061594
Televizor LED LG Smart TV 85QNED92A6A Seria QNED92 214cm 4K UHD HDR,home_cinema_budget_constrained,11999.99,0.8566452101794668
Televizor LED Philips Smart TV 48OLED820/12 Seria OLED820/12 121cm 4K UHD HDR Ambilight pe 3 laturi,home_cinema_budget_constrained,4756.98,0.8954233480842904
Televizor LED Samsung Smart TV Neo QLED QE55QN90F Seria QN90F 138cm negru 4K UHD HDR,home_cinema_budget_constrained,5046.98,0.8583984254537844
