_product_name,_profile,_price,target_score
Casti Gaming White Shark GH-2140 OX Black,audiophile_premium_budget_constrained,89.98,0.8317174941581073
Casti Gaming Trust GXT 415W Zirox Winning White,audiophile_premium_budget_constrained,84.99,0.839122873715319
Casti Gaming Trust GXT 415 Zirox Pink,audiophile_premium_budget_constrained,83.98,0.8278804460291722
Casti Gaming Trust Gaming GXT 415B Zirox Lightweight Blue,audiophile_premium_budget_constrained,83.98,0.7790566939672259
Casti Gaming Trust GXT 415PS Zirox White,audiophile_premium_budget_constrained,83.98,0.8147981991359061
Casti Gaming Esperanza EGH460 Toxin Black,audiophile_premium_budget_constrained,81.98,0.7952915618709966
Casti Gaming Redragon Carmen RGB Black,audiophile_premium_budget_constrained,79.99,0.8148501681659327
Casti Gaming White Shark GH-2342 FIREFLY Black,audiophile_premium_budget_constrained,79.98,0.8385048636748864
Casti Gaming White Shark GH-2342 FIREFLY White,audiophile_premium_budget_constrained,79.98,0.825007795669708
Casti Gaming White Shark WOLF Black,audiophile_premium_budget_constrained,79.98,0.8418665962801573
Casti Gaming Havit H659d RGB Black,audiophile_premium_budget_constrained,76.25,0.8266706146785386
Casti Gaming Havit H2040d Black,audiophile_premium_budget_constrained,75.22,0.7941260362460698
Casti Gaming Esperanza EGH430 Thunderbird Black/Green,audiophile_premium_budget_constrained,71.98,0.7704841011522484
Casti Gaming Havit H2043U White,audiophile_premium_budget_constrained,71.17,0.8240793380783589
Casti Gaming Redragon Scylla Black,audiophile_premium_budget_constrained,69.99,0.8171190822116392
"Casti Gaming Hoco EW28, TWS, Black",audiophile_premium_budget_constrained,67.98,0.802360257661813
Casti Gaming White Shark GH-2443 SPARROW White,audiophile_premium_budget_constrained,65.98,0.7883856930392966
Casti Gaming White Shark GH-2443 SPARROW Black,audiophile_premium_budget_constrained,65.98,0.8077033737628699
Casti Gaming Marvo In-Ear GP-002,audiophile_premium_budget_constrained,63.98,0.8190074739179022
Casti Gaming Havit H2230d Black,audiophile_premium_budget_constrained,58.96,0.8374675147023386
Casti Gaming Esperanza EGH470 Night Shade RGB Black,audiophile_premium_budget_constrained,55.98,0.828666187578052
Casti Gaming Esperanza EGH450 Avanger Black/Blue,audiophile_premium_budget_constrained,49.98,0.8585521076387681
Casti Gaming SteelSeries Arctis Nova 7P Wireless Gen 2 Magenta pentru PS5,audiophile_premium_budget_constrained,859.99,0.8057605075355977
Casti Gaming SteelSeries Arctis Nova 7P Wireless Gen 2 Black pentru PS5,audiophile_premium_budget_constrained,859.99,0.8440937664976542
Casti Gaming SteelSeries Arctis Nova 7X Wireless Gen 2 Black pentru Xbox,audiophile_premium_budget_constrained,859.99,0.82741856351908
Casti Gaming Redragon Pelias Black,audiophile_premium_budget_constrained,46.99,0.8410302482240813
Casti Gaming Esperanza EGH330B Crow Black/Red,audiophile_premium_budget_constrained,39.98,0.8201557933443709
Casti Gaming Esperanza EGH330B Crow Black/Blue,audiophile_premium_budget_constrained,33.98,0.8518168948361146
Casti Gaming Fury Phantom RGB Black-Blue,audiophile_premium_budget_constrained,31.98,0.8367868481080813
Casti Gaming SteelSeries Arctis Nova 7P Wireless Gen 2 White pentru PS5,audiophile_premium_budget_constrained,799.99,0.8278556564443605
Casti Gaming SteelSeries Arctis Nova 7 Wireless Gen 2 Magenta,audiophile_premium_budget_constrained,799.99,0.8412040755644518
Casti Gaming SteelSeries Arctis Nova 7 Wireless Gen 2 Black,audiophile_premium_budget_constrained,799.99,0.8366534389639735
Casti Gaming SteelSeries Arctis GameBuds White,audiophile_premium_budget_constrained,734.99,0.8674477545988655
Casti Gaming SteelSeries Arctis GameBuds for Xbox,audiophile_premium_budget_constrained,659.99,0.8527836119563819
Casti Gaming SteelSeries Arctis GameBuds Black,audiophile_premium_budget_constrained,659.99,0.8757921129015582
Casti Gaming SteelSeries Arctis Nova 5P Wireless White,audiophile_premium_budget_constrained,619.99,0.8942666036543321
Casti Gaming SteelSeries Arctis Nova 5 Wireless White,audiophile_premium_budget_constrained,599.99,0.8920115805739427
Casti Gaming SteelSeries Arctis Nova 5X White,audiophile_premium_budget_constrained,599.99,0.918289939317862
Casti Gaming SteelSeries Arctis Nova 5 Wireless,audiophile_premium_budget_constrained,529.99,0.9242988653120816
Casti Gaming SteelSeries Arctis Nova 3X Wireless White Xbox,audiophile_premium_budget_constrained,459.99,0.9261360892964239
Casti Gaming SteelSeries Arctis Nova 3X Wireless Aqua Xbox,audiophile_premium_budget_constrained,459.99,0.9306194871811923
Casti Gaming SteelSeries Arctis Nova 3X Wireless Lavender Xbox,audiophile_premium_budget_constrained,459.99,0.9321990162608788
Casti Gaming SteelSeries Arctis Nova 3P Wireless Aqua Playstation 5,audiophile_premium_budget_constrained,449.99,0.9368470252289435
Casti Gaming SteelSeries Arctis Nova 3X Wireless Black Xbox,audiophile_premium_budget_constrained,449.99,0.8922678732323148
Casti Gaming SteelSeries Arctis Nova 3P Wireless Black,audiophile_premium_budget_constrained,449.99,0.92275050723022
Casti Gaming SteelSeries Arctis Nova 3P Wireless Lavander Playstation 5,audiophile_premium_budget_constrained,429.99,0.9040829076104752
Casti Gaming SteelSeries Arctis Nova 3 Black,audiophile_premium_budget_constrained,399.99,0.9668232916666385
Casti Gaming HATOR Phoenix 2 Wireless Black,audiophile_premium_budget_constrained,399.99,0.9400406823173902
Casti Gaming AQIRYS Luna RGB White,audiophile_premium_budget_constrained,369.99,0.9448768374669614
Casti Gaming SteelSeries Arctis Nova 3P Wireless White Playstation 5,audiophile_premium_budget_constrained,369.99,0.9666796031012185
Casti Gaming Redragon Thoridal Black,audiophile_premium_budget_constrained,357.98,0.9601870412347076
Casti Gaming SteelSeries Arctis Nova 1P,audiophile_premium_budget_constrained,355.87,0.9296943691880578
Casti Gaming SteelSeries Arctis Nova 1P White,audiophile_premium_budget_constrained,355.86,0.9508514475530088
Casti Gaming SteelSeries Arctis Nova 1X,audiophile_premium_budget_constrained,299.99,0.9595076123966043
Casti Gaming Razer BlackShark V2 X XBOX Black,audiophile_premium_budget_constrained,299.98,0.9313227894169254
Casti Gaming Fifine H6W White,audiophile_premium_budget_constrained,299.98,0.9524079225243024
Casti Gaming Fifine H9W White,audiophile_premium_budget_constrained,279.98,0.9675332965774538
Casti Gaming HATOR Hyperpunk 3 Wireless Black,audiophile_premium_budget_constrained,257.99,0.9743923104716422
Casti Gaming SteelSeries Arctis Nova 1 White,audiophile_premium_budget_constrained,249.99,0.9490429629594275
Casti Gaming SteelSeries Arctis Nova 1 Black,audiophile_premium_budget_constrained,249.99,1.0
Casti Gaming HATOR Hypergang 3 USB Black,audiophile_premium_budget_constrained,242.89,0.9784172130743464
Casti Gaming Redragon Luna Pro Black,audiophile_premium_budget_constrained,239.99,0.9819339808805533
Casti Gaming Razer BlackShark V2 X Xbox White,audiophile_premium_budget_constrained,215.98,0.9951870344365371
Casti Gaming Trust GXT498B pentru PS5 Pink,audiophile_premium_budget_constrained,209.98,0.9729098733402881
Casti Gaming A4Tech MR595 Proxy Boom Multi-Mode Connection,audiophile_premium_budget_constrained,203.98,0.9992957146296363
